reset,address,consumption,gym,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepPredictions.5,multiStepBucketLikelihoods.1,multiStepBucketLikelihoods.5,multiStepBestPredictions.actual,multiStepBestPredictions.1,multiStepBestPredictions.5,anomalyScore,anomalyLabel,multiStepBestPredictions:multiStep:errorMetric='aae':steps=1:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=5:window=1000:field=consumption,multiStepBestPredictions:multiStep:errorMetric='aae':steps=5:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=1:window=1000:field=consumption
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-27 02:00:00,4.8,{4.690293434912727: 0.18074877815424414	 19.29: 0.022850053113311598	 22.969299999999997: 0.017742596884231691	 5.028957064087446: 0.37232735160879188	 15.742776999999998: 0.018961308990724776	 22.383537098992797: 0.036799755348372883	 9.3113: 0.017821288841871438	 44.10962569331197: 0.016250120668512277},{4.690293434912727: 0.087701327858573874	 46.54473499999999: 0.037909685862853038	 5.077463396096829: 0.2336471279155293	 42.908768746438994: 0.031166583637452706	 40.01215186955314: 0.049139419630397349	 36.97226003439508: 0.036305125013183455	 15.742776999999998: 0.030213031163615629	 38.70888971839975: 0.039473958423818137},{0: 0.18074877815424414	 1: 0.37232735160879188	 66: 0.016250120668512277	 8: 0.017821288841871438	 19: 0.018961308990724776	 25: 0.022850053113311598	 30: 0.036799755348372883	 31: 0.017742596884231691},{0: 0.087701327858573874	 1: 0.2336471279155293	 70: 0.037909685862853038	 64: 0.031166583637452706	 19: 0.030213031163615629	 54: 0.036305125013183455	 57: 0.039473958423818137	 59: 0.049139419630397349},4.8,5.02895706409,5.0774633961,0.8268588926,[],5.66140760484,15.9120401338,10.9125564623,5.83455149502
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-27 03:00:00,4.7,{4.690293434912727: 0.21737719455270554	 6.029999999999999: 0.015548089215657462	 22.969299999999997: 0.022881028732563806	 5.028957064087446: 0.3430146631879894	 22.383537098992797: 0.081349571831323811	 21.863239129999997: 0.01905492289245728	 9.3113: 0.02823812740467356	 21.233487999999998: 0.019206569581674347},{4.690293434912727: 0.17210427002496909	 5.077463396096829: 0.26801126403224529	 42.908768746438994: 0.03627657803497801	 36.97226003439508: 0.045034624090848088	 41.728578629628096: 0.038633058345800109	 41.16625267144471: 0.042764413245971508	 22.383537098992797: 0.04942527479416995	 38.70888971839975: 0.044970157883432151},{0: 0.21737719455270554	 1: 0.3430146631879894	 3: 0.015548089215657462	 8: 0.02823812740467356	 28: 0.019206569581674347	 29: 0.01905492289245728	 30: 0.081349571831323811	 31: 0.022881028732563806},{0: 0.17210427002496909	 1: 0.26801126403224529	 64: 0.03627657803497801	 62: 0.038633058345800109	 54: 0.045034624090848088	 57: 0.044970157883432151	 61: 0.042764413245971508	 30: 0.04942527479416995},4.7,5.02895706409,5.0774633961,0.8130608016,[],5.65256440328,15.8861435726,10.8949686608,5.82504145937
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-27 04:00:00,4.7,{4.690293434912727: 0.20246864522596653	 41.728578629628096: 0.0171409085678167	 4.960269944861212: 0.27931321782985402	 6.029999999999999: 0.053697003543863656	 18.2: 0.020412179985521556	 22.383537098992797: 0.094843309048190078	 21.863239129999997: 0.019526371287456677	 9.3113: 0.024817581095359448},{4.690293434912727: 0.10326337694150173	 41.728578629628096: 0.036682069458089613	 6.029999999999999: 0.037459409672490965	 5.08422437726778: 0.18305018311540225	 37.55129861908999: 0.040226014297390346	 36.97226003439508: 0.049773014710355119	 38.70888971839975: 0.038900609085735366	 41.16625267144471: 0.048109729313767641},{0: 0.20246864522596653	 1: 0.27931321782985402	 3: 0.053697003543863656	 8: 0.024817581095359448	 30: 0.094843309048190078	 23: 0.020412179985521556	 29: 0.019526371287456677	 62: 0.0171409085678167},{0: 0.10326337694150173	 1: 0.18305018311540225	 3: 0.037459409672490965	 54: 0.049773014710355119	 55: 0.040226014297390346	 57: 0.038900609085735366	 61: 0.048109729313767641	 62: 0.036682069458089613},4.7,4.96026994486,5.08422437727,0.7992627106,[],5.64363676345,15.86,10.8774507537,5.81539735099
0,Shop 67 197-215 Condamine Street Balgowlah 2093,20.8,Balgowlah Platinum,2010-07-27 05:00:00,20.8,{4.960269944861212: 0.2001181154667884	 4.693205404438909: 0.12437820334374643	 18.2: 0.054384094329971502	 22.969299999999997: 0.056251007352656875	 22.383537098992797: 0.17996127862892711	 21.863239129999997: 0.042720341596531208	 9.3113: 0.036813277556468085	 21.233487999999998: 0.025776894519487316},{46.54473499999999: 0.041663027037399394	 18.2: 0.090168914422449051	 22.969299999999997: 0.039987587411113301	 5.028957064087446: 0.069600746248619422	 22.383537098992797: 0.20563241948815206	 44.725903272189996: 0.05029101003279024	 44.10962569331197: 0.070036150261052157	 42.14471137699999: 0.02625029737867015},{0: 0.12437820334374643	 1: 0.2001181154667884	 8: 0.036813277556468085	 23: 0.054384094329971502	 28: 0.025776894519487316	 29: 0.042720341596531208	 30: 0.17996127862892711	 31: 0.056251007352656875},{1: 0.069600746248619422	 66: 0.070036150261052157	 67: 0.05029101003279024	 70: 0.041663027037399394	 23: 0.090168914422449051	 31: 0.039987587411113301	 30: 0.20563241948815206	 63: 0.02625029737867015},20.8,4.96026994486,22.383537099,0.8048217654,[],5.66048981021,15.8349417637,10.8619866711,5.83239669421
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.0,Balgowlah Platinum,2010-07-27 06:00:00,42.0,{41.728578629628096: 0.031615217407347976	 4.960269944861212: 0.11253240479067968	 36.97226003439508: 0.04114240007568741	 15.699943899999997: 0.054604243010919609	 4.695243783107236: 0.055180735840568783	 48.48976: 0.031622647525006424	 44.10962569331197: 0.082775335533916167	 42.14471137699999: 0.068142523151748166},{4.690293434912727: 0.05969777211720504	 42.908768746438994: 0.023228568870102131	 5.028957064087446: 0.088086908026099198	 36.97226003439508: 0.120992078019448	 22.383537098992797: 0.053712664258010329	 44.725903272189996: 0.023009076737822449	 44.10962569331197: 0.13457526301094841	 42.14471137699999: 0.11765411735235876},{0: 0.055180735840568783	 1: 0.11253240479067968	 66: 0.082775335533916167	 73: 0.031622647525006424	 19: 0.054604243010919609	 54: 0.04114240007568741	 62: 0.031615217407347976	 63: 0.068142523151748166},{0: 0.05969777211720504	 64: 0.023228568870102131	 66: 0.13457526301094841	 67: 0.023009076737822449	 1: 0.088086908026099198	 54: 0.120992078019448	 30: 0.053712664258010329	 63: 0.11765411735235876},42.0,4.96026994486,44.1096256933,0.8154617944,[],5.71227073471,15.8524916944,10.8474478655,5.85775577558
0,Shop 67 197-215 Condamine Street Balgowlah 2093,37.9,Balgowlah Platinum,2010-07-27 07:00:00,37.9,{43.55352308742195: 0.070383819507978299	 41.728578629628096: 0.057033954567079714	 42.908768746438994: 0.050715284287564402	 40.01215186955314: 0.077969402677894151	 36.97226003439508: 0.055340564240955126	 38.70888971839975: 0.080229362856999012	 44.10962569331197: 0.05582524295849571	 39.32011691527985: 0.061516250165620845},{43.55352308742195: 0.099754167523041129	 4.690293434912727: 0.070518724586547038	 41.728578629628096: 0.090300235464607415	 40.01215186955314: 0.053569667310447475	 38.233777390857725: 0.04822695530025161	 5.028957064087446: 0.10092557585010251	 41.16625267144471: 0.046638727899989164	 38.70888971839975: 0.076298104005853393},{64: 0.050715284287564402	 65: 0.070383819507978299	 66: 0.05582524295849571	 54: 0.055340564240955126	 57: 0.080229362856999012	 58: 0.061516250165620845	 59: 0.077969402677894151	 62: 0.057033954567079714},{0: 0.070518724586547038	 65: 0.099754167523041129	 1: 0.10092557585010251	 56: 0.04822695530025161	 57: 0.076298104005853393	 59: 0.053569667310447475	 61: 0.046638727899989164	 62: 0.090300235464607415},37.9,38.7088897184,5.02895706409,0.830699662,[],5.70419267702,15.8810945274,10.8839712404,5.85485996705
0,Shop 67 197-215 Condamine Street Balgowlah 2093,36.6,Balgowlah Platinum,2010-07-27 08:00:00,36.6,{43.55352308742195: 0.055791509249439125	 40.01215186955314: 0.090596983966057573	 41.16625267144471: 0.097833751792494594	 38.233777390857725: 0.062989558628229261	 36.97226003439508: 0.059869022857173403	 38.70888971839975: 0.06726392666400173	 40.65796173064554: 0.056938905967576406	 39.32011691527985: 0.083167279032585792},{4.690293434912727: 0.072904317845571942	 43.55352308742195: 0.051595587160416768	 4.960269944861212: 0.097543499625815835	 40.01215186955314: 0.070527458716867317	 38.233777390857725: 0.072626086173857227	 37.55129861908999: 0.061981233297439771	 41.16625267144471: 0.10079303451269264	 38.70888971839975: 0.059818770286967922},{65: 0.055791509249439125	 54: 0.059869022857173403	 56: 0.062989558628229261	 57: 0.06726392666400173	 58: 0.083167279032585792	 59: 0.090596983966057573	 60: 0.056938905967576406	 61: 0.097833751792494594},{0: 0.072904317845571942	 65: 0.051595587160416768	 1: 0.097543499625815835	 55: 0.061981233297439771	 56: 0.072626086173857227	 57: 0.059818770286967922	 59: 0.070527458716867317	 61: 0.10079303451269264},36.6,41.1662526714,41.1662526714,0.8357806362,[],5.70232106517,15.907615894,10.8735114414,5.84736842105
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.2,Balgowlah Platinum,2010-07-27 09:00:00,40.2,{43.55352308742195: 0.052006541634316845	 4.960269944861212: 0.06493115940163377	 40.01215186955314: 0.10607735198635254	 38.70888971839975: 0.052838854241495536	 36.97226003439508: 0.059548277071199196	 44.725903272189996: 0.067032370715397693	 41.81000504073967: 0.062689115654182143	 39.32011691527985: 0.075458594946894206},{43.55352308742195: 0.086792830226822021	 41.728578629628096: 0.078557207320335082	 42.908768746438994: 0.049950272647771882	 4.960269944861212: 0.11124976677655571	 40.01215186955314: 0.081345359104707943	 4.693205404438909: 0.10511618839680802	 41.16625267144471: 0.046982890707527245	 44.725903272189996: 0.077882208631435079},{65: 0.052006541634316845	 67: 0.067032370715397693	 1: 0.06493115940163377	 54: 0.059548277071199196	 57: 0.052838854241495536	 58: 0.075458594946894206	 59: 0.10607735198635254	 62: 0.062689115654182143},{64: 0.049950272647771882	 65: 0.086792830226822021	 67: 0.077882208631435079	 0: 0.10511618839680802	 1: 0.11124976677655571	 59: 0.081345359104707943	 61: 0.046982890707527245	 62: 0.078557207320335082},40.2,40.0121518696,4.96026994486,0.845459449,[],5.6932661014,15.94,10.9137861829,5.84367816092
0,Shop 67 197-215 Condamine Street Balgowlah 2093,46.8,Balgowlah Platinum,2010-07-27 10:00:00,46.8,{43.55352308742195: 0.070328005754456122	 44.10962569331197: 0.064365512703265862	 40.01215186955314: 0.068587379853183902	 44.725903272189996: 0.066642436825423784	 38.70888971839975: 0.059466220899031044	 41.81000504073967: 0.053447028153596685	 40.65796173064554: 0.05172870534112229	 39.32011691527985: 0.056901106225797748},{46.54473499999999: 0.070846378334642537	 41.728578629628096: 0.036729320979569526	 4.960269944861212: 0.067078698851250451	 22.969299999999997: 0.0366213844740296	 22.383537098992797: 0.084217676771952743	 44.725903272189996: 0.09976158882892891	 44.10962569331197: 0.081557528897558948	 42.14471137699999: 0.036315682607190827},{65: 0.070328005754456122	 66: 0.064365512703265862	 67: 0.066642436825423784	 57: 0.059466220899031044	 58: 0.056901106225797748	 59: 0.068587379853183902	 60: 0.05172870534112229	 62: 0.053447028153596685},{1: 0.067078698851250451	 66: 0.081557528897558948	 67: 0.09976158882892891	 70: 0.070846378334642537	 30: 0.084217676771952743	 31: 0.0366213844740296	 62: 0.036729320979569526	 63: 0.036315682607190827},46.8,43.5535230874,44.7259032722,0.8551382618,[],5.68925497158,15.9566006601,10.8991992366,5.84491803279
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.2,Balgowlah Platinum,2010-07-27 11:00:00,42.2,{43.55352308742195: 0.087969453858645547	 46.54473499999999: 0.050462535128497216	 40.0685063086872: 0.076680269720455094	 42.908768746438994: 0.0648885969777553	 41.16625267144471: 0.082545615597116151	 44.10962569331197: 0.060689618903235099	 41.81000504073967: 0.054317677755000952	 39.32011691527985: 0.047891413994435417},{43.55352308742195: 0.057922455429198133	 41.728578629628096: 0.049393814579987136	 4.960269944861212: 0.089148856056858031	 40.01215186955314: 0.06432712506643061	 41.16625267144471: 0.073354155537002641	 38.70888971839975: 0.044368408990988623	 40.65796173064554: 0.052230932050156768	 39.32011691527985: 0.056555544058862602},{64: 0.0648885969777553	 65: 0.087969453858645547	 66: 0.060689618903235099	 70: 0.050462535128497216	 58: 0.047891413994435417	 59: 0.076680269720455094	 61: 0.082545615597116151	 62: 0.054317677755000952},{65: 0.057922455429198133	 1: 0.089148856056858031	 57: 0.044368408990988623	 58: 0.056555544058862602	 59: 0.06432712506643061	 60: 0.052230932050156768	 61: 0.073354155537002641	 62: 0.049393814579987136},42.2,43.5535230874,4.96026994486,0.8597361004,[],5.68215884738,15.9306425041,10.9425938508,5.84288052373
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.9,Balgowlah Platinum,2010-07-27 12:00:00,38.9,{40.0685063086872: 0.09798174242024868	 41.16625267144471: 0.063675095324740263	 38.1336441736004: 0.047665684221292186	 36.97226003439508: 0.047636878408671972	 38.70888971839975: 0.094048285493807199	 41.81000504073967: 0.059727700789355513	 40.65796173064554: 0.069485196902507221	 39.32011691527985: 0.065900825959438761},{4.960269944861212: 0.0766145819293194	 40.01215186955314: 0.096070362986977104	 36.97226003439508: 0.054578035989523793	 41.16625267144471: 0.050289026949695788	 38.70888971839975: 0.086348172426306088	 41.81000504073967: 0.046340515826158613	 40.65796173064554: 0.079190679945989551	 39.32011691527985: 0.0714545923221174},{54: 0.047636878408671972	 56: 0.047665684221292186	 57: 0.094048285493807199	 58: 0.065900825959438761	 59: 0.09798174242024868	 60: 0.069485196902507221	 61: 0.063675095324740263	 62: 0.059727700789355513},{1: 0.0766145819293194	 54: 0.054578035989523793	 57: 0.086348172426306088	 58: 0.0714545923221174	 59: 0.096070362986977104	 60: 0.079190679945989551	 61: 0.050289026949695788	 62: 0.046340515826158613},38.9,40.0685063087,40.0121518696,0.8597361004,[],5.67478359814,15.9060855263,10.9264253607,5.8387254902
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.3,Balgowlah Platinum,2010-07-27 13:00:00,38.3,{40.0685063086872: 0.13080510086059025	 36.97226003439508: 0.072144842243599849	 38.1336441736004: 0.043950647376944783	 41.16625267144471: 0.050470075606876302	 38.70888971839975: 0.08440787012245228	 41.81000504073967: 0.048970708807101887	 40.65796173064554: 0.046614793785148378	 39.32011691527985: 0.093452282537850651},{38.1336441736004: 0.042688559629876964	 42.908768746438994: 0.031818151023716601	 4.960269944861212: 0.086615516819133556	 40.01215186955314: 0.10133475079187958	 36.97226003439508: 0.078118381119460872	 38.70888971839975: 0.068500870924156923	 40.65796173064554: 0.044141509785148761	 39.32011691527985: 0.080168091992798882},{54: 0.072144842243599849	 56: 0.043950647376944783	 57: 0.08440787012245228	 58: 0.093452282537850651	 59: 0.13080510086059025	 60: 0.046614793785148378	 61: 0.050470075606876302	 62: 0.048970708807101887},{64: 0.031818151023716601	 1: 0.086615516819133556	 54: 0.078118381119460872	 56: 0.042688559629876964	 57: 0.068500870924156923	 58: 0.080168091992798882	 59: 0.10133475079187958	 60: 0.044141509785148761},38.3,40.0685063087,40.0121518696,0.8597361004,[],5.66841120452,15.8827586207,10.9112951908,5.83017944535
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.8,Balgowlah Platinum,2010-07-27 14:00:00,38.8,{40.0685063086872: 0.10397410779006742	 41.16625267144471: 0.077252466105065087	 38.1336441736004: 0.049868666569424014	 36.97226003439508: 0.053876361559674978	 38.766222802879824: 0.082962148915613126	 41.81000504073967: 0.054302593516033427	 40.65796173064554: 0.060301972268131068	 39.32011691527985: 0.084280579247975315},{43.55352308742195: 0.046175542786309573	 38.1336441736004: 0.042157523283621892	 4.960269944861212: 0.082886820591282287	 40.01215186955314: 0.058372913831778582	 41.16625267144471: 0.079224936073973753	 38.70888971839975: 0.070753505002683667	 40.65796173064554: 0.063079722169492439	 39.32011691527985: 0.080938408075115348},{54: 0.053876361559674978	 56: 0.049868666569424014	 57: 0.082962148915613126	 58: 0.084280579247975315	 59: 0.10397410779006742	 60: 0.060301972268131068	 61: 0.077252466105065087	 62: 0.054302593516033427},{65: 0.046175542786309573	 1: 0.082886820591282287	 56: 0.042157523283621892	 57: 0.070753505002683667	 58: 0.080938408075115348	 59: 0.058372913831778582	 60: 0.063079722169492439	 61: 0.079224936073973753},38.8,40.0685063087,4.96026994486,0.8551382618,[],5.66124523563,15.8590163934,10.9488827889,5.82149837134
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.6,Balgowlah Platinum,2010-07-27 15:00:00,39.6,{38.18355092152028: 0.064623861858885953	 40.0685063086872: 0.086446294396061121	 36.97226003439508: 0.060233914228239052	 44.725903272189996: 0.054096933649416035	 38.766222802879824: 0.10008413697391529	 41.81000504073967: 0.062223395831195967	 40.65796173064554: 0.054068871579048661	 39.32011691527985: 0.10294479690119257},{38.1336441736004: 0.053601328810398217	 4.960269944861212: 0.06386463985932031	 36.5001849: 0.045739080553260321	 40.0685063086872: 0.060407873120174559	 36.97226003439508: 0.054326958131293693	 38.70888971839975: 0.093505894695329828	 40.65796173064554: 0.039329827680514254	 39.32011691527985: 0.11202237029117841},{67: 0.054096933649416035	 54: 0.060233914228239052	 56: 0.064623861858885953	 57: 0.10008413697391529	 58: 0.10294479690119257	 59: 0.086446294396061121	 60: 0.054068871579048661	 62: 0.062223395831195967},{1: 0.06386463985932031	 53: 0.045739080553260321	 54: 0.054326958131293693	 56: 0.053601328810398217	 57: 0.093505894695329828	 58: 0.11202237029117841	 59: 0.060407873120174559	 60: 0.039329827680514254},39.6,39.3201169153,39.3201169153,0.8505404232,[],5.65249505327,15.8448445172,10.931421251,5.81333333333
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.3,Balgowlah Platinum,2010-07-27 16:00:00,38.3,{43.55352308742195: 0.0447204990145426	 40.0685063086872: 0.14148308450375474	 38.77635596201588: 0.088995390563255797	 38.18355092152028: 0.043384120937637688	 36.97226003439508: 0.082225464518253397	 44.725903272189996: 0.048608466223358883	 41.16625267144471: 0.044663926440662235	 39.32011691527985: 0.11211070212496198},{40.0685063086872: 0.09267535707215456	 4.960269944861212: 0.097911559465523532	 36.97226003439508: 0.046005485412329496	 41.16625267144471: 0.039672401624840335	 38.70888971839975: 0.061565677969822666	 41.81000504073967: 0.036135991299576072	 40.65796173064554: 0.044279639260575369	 39.32011691527985: 0.06977235476780054},{65: 0.0447204990145426	 67: 0.048608466223358883	 54: 0.082225464518253397	 56: 0.043384120937637688	 57: 0.088995390563255797	 58: 0.11211070212496198	 59: 0.14148308450375474	 61: 0.044663926440662235},{1: 0.097911559465523532	 54: 0.046005485412329496	 57: 0.061565677969822666	 58: 0.06977235476780054	 59: 0.09267535707215456	 60: 0.044279639260575369	 61: 0.039672401624840335	 62: 0.036135991299576072},38.3,40.0685063087,4.96026994486,0.8459425846,[],5.64618987674,15.8253267974,10.9680361346,5.80600649351
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.4,Balgowlah Platinum,2010-07-27 17:00:00,40.4,{43.55352308742195: 0.048373085185193995	 40.0685063086872: 0.10391130683081082	 42.908768746438994: 0.051956428687299612	 38.77635596201588: 0.082156438640224413	 38.18355092152028: 0.052693552222292557	 39.404081840695895: 0.05947133136300773	 41.81000504073967: 0.10139077821151904	 40.65796173064554: 0.057784398562800161},{40.0685063086872: 0.082672720595374546	 42.908768746438994: 0.048072012214126277	 4.960269944861212: 0.090455519382006591	 36.97226003439508: 0.040186598679320208	 38.70888971839975: 0.058724086274717424	 41.81000504073967: 0.080919225719373863	 40.65796173064554: 0.067277478260818244	 39.32011691527985: 0.051013620077041133},{64: 0.051956428687299612	 65: 0.048373085185193995	 56: 0.052693552222292557	 57: 0.082156438640224413	 58: 0.05947133136300773	 59: 0.10391130683081082	 60: 0.057784398562800161	 62: 0.10139077821151904},{64: 0.048072012214126277	 1: 0.090455519382006591	 54: 0.040186598679320208	 57: 0.058724086274717424	 58: 0.051013620077041133	 59: 0.082672720595374546	 60: 0.067277478260818244	 62: 0.080919225719373863},40.4,40.0685063087,4.96026994486,0.841344746,[],5.63757610658,15.8019575856,11.0079573319,5.8
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.4,Balgowlah Platinum,2010-07-27 18:00:00,41.4,{43.55352308742195: 0.047527309999819287	 40.0685063086872: 0.10195157158784834	 4.960269944861212: 0.050106916043830801	 38.77635596201588: 0.070280247326030387	 39.404081840695895: 0.05382145210870095	 44.725903272189996: 0.047521574873319816	 38.21848564506419: 0.054239446421727289	 41.81000504073967: 0.068835602042243871},{43.55352308742195: 0.040922869002845627	 40.0685063086872: 0.08105104424940926	 4.960269944861212: 0.10049525639369504	 36.97226003439508: 0.037626923586411544	 38.766222802879824: 0.051035932500636899	 41.81000504073967: 0.053672888381756677	 40.65796173064554: 0.05519065640163992	 39.32011691527985: 0.039971875492544523},{65: 0.047527309999819287	 67: 0.047521574873319816	 1: 0.050106916043830801	 56: 0.054239446421727289	 57: 0.070280247326030387	 58: 0.05382145210870095	 59: 0.10195157158784834	 62: 0.068835602042243871},{65: 0.040922869002845627	 1: 0.10049525639369504	 54: 0.037626923586411544	 57: 0.051035932500636899	 58: 0.039971875492544523	 59: 0.08105104424940926	 60: 0.05519065640163992	 62: 0.053672888381756677},41.4,40.0685063087,4.96026994486,0.8459425846,[],5.63060833569,15.7812703583,11.0493771572,5.79223300971
0,Shop 67 197-215 Condamine Street Balgowlah 2093,46.6,Balgowlah Platinum,2010-07-27 19:00:00,46.6,{43.55352308742195: 0.059615135274936538	 40.0685063086872: 0.071203570221799045	 40.58057321145188: 0.082813473873298737	 38.77635596201588: 0.074640504745441885	 39.404081840695895: 0.048376156966911596	 41.16625267144471: 0.052424059015889861	 38.21848564506419: 0.053663271808597646	 41.81000504073967: 0.060692208438949916},{43.55352308742195: 0.044740377400804082	 40.0685063086872: 0.064319700444645175	 4.960269944861212: 0.090664171144816577	 38.18355092152028: 0.041529490591566569	 38.766222802879824: 0.055757875335178578	 41.81000504073967: 0.039894666272600014	 40.65796173064554: 0.074944414880476068	 39.32011691527985: 0.047205985787520909},{65: 0.059615135274936538	 56: 0.053663271808597646	 57: 0.074640504745441885	 58: 0.048376156966911596	 59: 0.071203570221799045	 60: 0.082813473873298737	 61: 0.052424059015889861	 62: 0.060692208438949916},{65: 0.044740377400804082	 1: 0.090664171144816577	 56: 0.041529490591566569	 57: 0.055757875335178578	 58: 0.047205985787520909	 59: 0.064319700444645175	 60: 0.074944414880476068	 62: 0.039894666272600014},46.6,40.5805732115,4.96026994486,0.8505404232,[],5.63123647535,15.7682926829,11.0991175684,5.79127625202
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.0,Balgowlah Platinum,2010-07-27 20:00:00,42.0,{43.55352308742195: 0.049228720432390488	 40.0685063086872: 0.10370644586783585	 41.23637687001129: 0.06346875628921203	 38.77635596201588: 0.087468849846724386	 39.404081840695895: 0.052986105078948527	 36.97226003439508: 0.048784292814616388	 42.908768746438994: 0.063303812935223858	 38.21848564506419: 0.075035372430822922},{38.18355092152028: 0.084517288588094458	 42.908768746438994: 0.040012931666715226	 4.960269944861212: 0.07878471237345494	 38.77635596201588: 0.070028604107605641	 40.0685063086872: 0.078928936143135647	 36.97226003439508: 0.069888852782941838	 44.10962569331197: 0.039998889133050261	 39.32011691527985: 0.045181800762278367},{64: 0.063303812935223858	 65: 0.049228720432390488	 54: 0.048784292814616388	 56: 0.075035372430822922	 57: 0.087468849846724386	 58: 0.052986105078948527	 59: 0.10370644586783585	 61: 0.06346875628921203},{64: 0.040012931666715226	 1: 0.07878471237345494	 66: 0.039998889133050261	 54: 0.069888852782941838	 56: 0.084517288588094458	 57: 0.070028604107605641	 58: 0.045181800762278367	 59: 0.078928936143135647},42.0,40.0685063087,38.1835509215,0.8551382618,[],5.62526914828,15.7465909091,11.0872950546,5.78935483871
0,Shop 67 197-215 Condamine Street Balgowlah 2093,33.4,Balgowlah Platinum,2010-07-27 21:00:00,33.4,{40.0685063086872: 0.090676376776041914	 41.23637687001129: 0.047650303979922023	 40.58057321145188: 0.051598801137857586	 38.77635596201588: 0.06771316656078917	 39.404081840695895: 0.06042908100591201	 38.21848564506419: 0.053796885938784393	 41.81000504073967: 0.061487532146057691	 31.549169999999997: 0.066673938424312573},{43.55352308742195: 0.030861100289769156	 40.0685063086872: 0.058448470034954778	 4.960269944861212: 0.12076764824788362	 38.77635596201588: 0.053203613714728405	 39.404081840695895: 0.042907724402148413	 36.97226003439508: 0.032533808782244086	 40.65796173064554: 0.034135456707763516	 31.549169999999997: 0.061479445191376825},{45: 0.066673938424312573	 56: 0.053796885938784393	 57: 0.06771316656078917	 58: 0.06042908100591201	 59: 0.090676376776041914	 60: 0.051598801137857586	 61: 0.047650303979922023	 62: 0.061487532146057691},{65: 0.030861100289769156	 1: 0.12076764824788362	 45: 0.061479445191376825	 54: 0.032533808782244086	 57: 0.053203613714728405	 58: 0.042907724402148413	 59: 0.058448470034954778	 60: 0.034135456707763516},33.4,40.0685063087,4.96026994486,0.8597361004,[],5.62694907929,15.7290113452,11.1154189363,5.79388083736
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.2,Balgowlah Platinum,2010-07-27 22:00:00,5.2,{40.0685063086872: 0.07482589099937996	 41.23637687001129: 0.036814822440939192	 4.960269944861212: 0.2622744657442328	 38.77635596201588: 0.042689941671805259	 5.443085702449999: 0.050529518384058815	 41.86700352851776: 0.035892196060431376	 39.404081840695895: 0.041027015040759784	 38.21848564506419: 0.043109764326632528},{40.0685063086872: 0.057501970054532725	 4.960269944861212: 0.20429396275550624	 38.77635596201588: 0.048743001998766168	 39.404081840695895: 0.042016245623955506	 36.97226003439508: 0.032100728712626918	 38.21848564506419: 0.034003637192447381	 41.81000504073967: 0.034306284251533578	 40.65796173064554: 0.036734136397743991},{1: 0.2622744657442328	 2: 0.050529518384058815	 56: 0.043109764326632528	 57: 0.042689941671805259	 58: 0.041027015040759784	 59: 0.07482589099937996	 61: 0.036814822440939192	 62: 0.035892196060431376},{1: 0.20429396275550624	 54: 0.032100728712626918	 56: 0.034003637192447381	 57: 0.048743001998766168	 58: 0.042016245623955506	 59: 0.057501970054532725	 60: 0.036734136397743991	 62: 0.034306284251533578},5.2,4.96026994486,4.96026994486,0.8684532172,[],5.61828795546,15.7605177994,11.0978207342,5.82990353698
